Name,Ownership Type,Phone Number,Address,City,County,Zip,Coordinates,State,Image,Regular hours,Saturday Openint TImes,Sunday Opening Times,24-Hour Service,Starbucks Reserve-Clover Brewed,Oven-Warmed Food,Free Wi-Fi,Verismo System,Mobile Payment,Digital Rewards,La Boulange,Fizzio Handcrafted Sodas,Drive-Thru,Link
Ralphs - Los Angeles #283,Licensed,323-292-0633,"5080 Rodeo Road, 90016  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,90016,"34.0215263366699,-118.35514831543",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.0215263366699,-118.35514831543&fov=90&heading=235&pitch=10",,,,No,No,No,No,No,No,No,Yes,No,No,http://www.starbucks.com/store/1006804/us
Ralphs Encino #6,Licensed,818-345-6882,"17840 Ventura Blvd, 91316  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,91316,"34.1631813049316,-118.521072387695",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.1631813049316,-118.521072387695&fov=90&heading=235&pitch=10",,,,No,No,No,No,No,No,No,Yes,No,No,http://www.starbucks.com/store/1007291/us
Ralphs Glendale #97,Licensed,818-246-1752,"1200 N Central Ave, 91202  Los Angeles County, California",Glendale - Los Angeles County,Los Angeles County,91202,"34.163688659668,-118.256851196289",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.163688659668,-118.256851196289&fov=90&heading=235&pitch=10",,,,No,No,No,No,No,No,No,Yes,No,No,http://www.starbucks.com/store/1006170/us
Ralphs Granada Hills #646,Licensed,818-831-6556,"18010 Chatsworth St., 91344  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,91344,"34.2647361755371,-118.525550842285",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.2647361755371,-118.525550842285&fov=90&heading=235&pitch=10",6:00 AM to 8:00 PM,6:00 AM to 8:00 PM,6:00 AM to 8:00 PM,No,No,Yes,No,No,No,No,Yes,No,No,http://www.starbucks.com/store/1007284/us
Ralphs Los Angeles #210,Licensed,310-473-5238,"11727 W Olympic Blvd, 90064  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,90064,"34.0339965820313,-118.44832611084",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.0339965820313,-118.44832611084&fov=90&heading=235&pitch=10",6:00 AM to 9:00 PM,6:00 AM to 9:00 PM,6:00 AM to 9:00 PM,No,No,No,No,No,Yes,No,Yes,No,No,http://www.starbucks.com/store/1005502/us
Ralphs Marina Del Rey #279,Licensed,310-821-6225,"4700 Admiralty Way, 90292  Los Angeles County, California",Marina Del Rey - Los Angeles County,Los Angeles County,90292,"33.9797859191895,-118.439979553223",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.9797859191895,-118.439979553223&fov=90&heading=235&pitch=10",,,,No,No,No,No,No,No,No,Yes,No,No,http://www.starbucks.com/store/1005158/us
Ralphs Pasadena #96,Licensed,626-793-7480,"160 N Lake Ave, 91101  Los Angeles County, California",Pasadena - Los Angeles County,Los Angeles County,91101,"34.1489448547363,-118.132369995117",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.1489448547363,-118.132369995117&fov=90&heading=235&pitch=10",,,,No,No,No,No,No,No,No,Yes,No,No,http://www.starbucks.com/store/1006569/us
Ralphs Santa Monica #292,Licensed,310-582-3900,"1644 Cloverfield Blvd, 90404  Los Angeles County, California",Santa Monica - Los Angeles County,Los Angeles County,90404,"34.0279083251953,-118.473205566406",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.0279083251953,-118.473205566406&fov=90&heading=235&pitch=10",,,,No,No,No,No,No,No,No,Yes,No,No,http://www.starbucks.com/store/113680/us
Ralphs Van Nuys #702,Licensed,818-989-5640,"14440 Burbank Blvd, 91401  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,91401,"34.1715545654297,-118.447357177734",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.1715545654297,-118.447357177734&fov=90&heading=235&pitch=10",6:00 AM to 9:00 PM,6:00 AM to 9:00 PM,6:00 AM to 9:00 PM,No,No,No,No,No,No,No,Yes,No,No,http://www.starbucks.com/store/113823/us
Ralphs-Palos Verdes #720,Licensed,310-377-6941,"30019 Hawthorne Blvd, 902755434  Los Angeles County, California",Rancho Palos Verdes - Los Angeles County,Los Angeles County,902755434,"33.7604637145996,-118.394706726074",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.7604637145996,-118.394706726074&fov=90&heading=235&pitch=10",6:00 AM to 9:00 PM,6:00 AM to 9:00 PM,7:00 AM to 8:00 PM,No,No,No,No,No,No,No,Yes,No,No,http://www.starbucks.com/store/113438/us
Ralphs-Sherman Oaks #222,Licensed,310-473-5238,"14049 Ventura Blvd, 91403  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,91403,"34.1509208679199,-118.448753356934",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.1509208679199,-118.448753356934&fov=90&heading=235&pitch=10",,,,No,No,No,No,No,No,No,Yes,No,No,http://www.starbucks.com/store/1007469/us
Rancho Market Place,Company Owned,(818) 557-6604,"1190 Alameda Avenue, 915062806  Los Angeles County, California",Burbank - Los Angeles County,Los Angeles County,915062806,"34.16247,-118.314601",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.16247,-118.314601&fov=90&heading=235&pitch=10",4:30 AM to 9:30 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/11711/us
"Redondo & 7th, Long Beach",Company Owned,562-433-4595,"3390 E. 7th Street, 908045003  Los Angeles County, California",Long Beach - Los Angeles County,Los Angeles County,908045003,"33.775204,-118.152613",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.775204,-118.152613&fov=90&heading=235&pitch=10",5:00 AM to 9:30 PM,5:00 AM to 9:30 PM,5:00 AM to 9:30 PM,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/8159/us
Redondo Beach,Company Owned,(310) 540-9080,"1749 S. Elena, 902775704  Los Angeles County, California",Redondo Beach - Los Angeles County,Los Angeles County,902775704,"33.818525,-118.385653",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.818525,-118.385653&fov=90&heading=235&pitch=10",4:30 AM to 10:00 PM,4:30 AM to 10:00 PM,5:00 AM to 9:30 PM,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/18424/us
Redondo Beach & Normandie,Company Owned,310-532-2262,"1258 W Redondo Beach Blvd, 902473468  Los Angeles County, California",Gardena - Los Angeles County,Los Angeles County,902473468,"33.892162,-118.29631",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.892162,-118.29631&fov=90&heading=235&pitch=10",5:00 AM to 10:30 PM,5:00 AM to 11:00 PM,5:00 AM to 10:30 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/16818/us
Renaissance Long Beach - Gift Shop,Licensed,562-437-5900,"111 east ocean Boulevard, 908024794  Los Angeles County, California",Long Beach - Los Angeles County,Los Angeles County,908024794,"33.767531,-118.191749",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.767531,-118.191749&fov=90&heading=235&pitch=10",6:00 AM to 4:00 PM,6:00 AM to 4:00 PM,6:00 AM to 4:00 PM,No,No,Yes,Yes,No,No,No,Yes,No,No,http://www.starbucks.com/store/17351/us
"Reseda & Plummer, Northridge",Company Owned,818-998-7001,"9420 Reseda Blvd., 913246001  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,913246001,"34.24168,-118.535476",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.24168,-118.535476&fov=90&heading=235&pitch=10",5:00 AM to 11:00 PM,5:30 AM to 11:30 PM,5:30 AM to 11:30 PM,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/12476/us
"Reseda & Vanowen, Reseda",Company Owned,818-609-9022,"6840 Reseda Blvd, 913354204  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,913354204,"34.195004,-118.535624",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.195004,-118.535624&fov=90&heading=235&pitch=10",4:30 AM to 11:30 PM,4:30 AM to 11:30 PM,5:30 AM to 11:30 PM,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/11246/us
"Rinaldi & Corbin, Porter Ranch",Company Owned,818-363-3384,"19759 Rinaldi St, 913264143  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,913264143,"34.274848,-118.564311",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.274848,-118.564311&fov=90&heading=235&pitch=10",4:30 AM to 11:00 PM,5:00 AM to 11:00 PM,5:00 AM to 11:00 PM,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/11851/us
"Rio Rancho & The 71, Pomona",Company Owned,909-623-9285,"68 Rio Ranch Road, 917664771  Los Angeles County, California",Pomona - Los Angeles County,Los Angeles County,917664771,"34.028421,-117.760779",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.028421,-117.760779&fov=90&heading=235&pitch=10",5:00 AM to 10:30 PM,5:30 AM to 11:00 PM,6:00 AM to 10:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/10312/us
"Riverside & Fulton, Sherman Oaks",Company Owned,818-789-1541,"13351 Riverside Dr, 914232542  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,914232542,"34.15739,-118.424415",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.15739,-118.424415&fov=90&heading=235&pitch=10",4:30 AM to 9:30 PM,5:00 AM to 9:30 PM,5:30 AM to 9:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/16471/us
Roscoe & Balboa,Company Owned,8188818053,"16926 Roscoe Blvd, 91406  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,91406,"34.2209892272949,-118.502151489258",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.2209892272949,-118.502151489258&fov=90&heading=235&pitch=10",4:30 AM to 11:00 PM,5:00 AM to 11:00 PM,5:30 AM to 11:00 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/116630/us
"Rosecrans & Bellflower, Bellflower",Company Owned,562-925-5726,"14301 Bellflower Blvd, 907063135  Los Angeles County, California",Bellflower - Los Angeles County,Los Angeles County,907063135,"33.901768,-118.125681",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.901768,-118.125681&fov=90&heading=235&pitch=10",5:00 AM to 11:30 PM,4:30 AM to 11:30 PM,5:30 AM to 11:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/7608/us
"Rosecrans & Central, Compton",Company Owned,310-638-4707,"2161 W. Rosecrans Ave, 902223855  Los Angeles County, California",Compton - Los Angeles County,Los Angeles County,902223855,"33.903022,-118.255055",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.903022,-118.255055&fov=90&heading=235&pitch=10",5:00 AM to 10:30 PM,6:00 AM to 11:00 PM,6:00 AM to 11:00 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/17357/us
Rosecrans & Douglas - El Segundo,Company Owned,(310) 725-9110,"2231 Rosecrans Avenue, 902454930  Los Angeles County, California",El Segundo - Los Angeles County,Los Angeles County,902454930,"33.902274,-118.383552",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.902274,-118.383552&fov=90&heading=235&pitch=10",4:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/11575/us
"Rosecrans & La Mirada, La Mirada",Company Owned,714-523-7809,"15220 Rosecrans Avenue, 906384735  Los Angeles County, California",La Mirada - Los Angeles County,Los Angeles County,906384735,"33.89826,-118.006719",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.89826,-118.006719&fov=90&heading=235&pitch=10",5:00 AM to 10:30 PM,5:30 AM to 11:00 PM,5:30 AM to 10:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/8008/us
"Rosecrans & Oceangate, Hawthorne",Company Owned,310-263-7290,"5030 W. Rosecrans Ave, 902506618  Los Angeles County, California",Hawthorne - Los Angeles County,Los Angeles County,902506618,"33.901352,-118.366682",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.901352,-118.366682&fov=90&heading=235&pitch=10",5:00 AM to 10:00 PM,5:30 AM to 10:00 PM,5:30 AM to 10:00 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/9292/us
"Rosecrans & Sepulveda, El Segundo",Company Owned,310-615-1149,"2005 Park Place, 902454754  Los Angeles County, California",El Segundo - Los Angeles County,Los Angeles County,902454754,"33.904406,-118.388484",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.904406,-118.388484&fov=90&heading=235&pitch=10",5:00 AM to 10:00 PM,6:00 AM to 10:00 PM,6:00 AM to 9:30 PM,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/17939/us
"Rosecrans & Shoemaker, Norwalk",Company Owned,562-802-3103,"13001 Rosecrans Avenue, 906504593  Los Angeles County, California",Norwalk - Los Angeles County,Los Angeles County,906504593,"33.902634,-118.054802",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.902634,-118.054802&fov=90&heading=235&pitch=10",5:00 AM to 9:30 PM,5:30 AM to 9:30 PM,6:00 AM to 9:30 PM,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/6916/us
Rosecrans & Studebaker,Company Owned,5629292535,"11023 Rosecrans Avenue, 90650  Los Angeles County, California",Norwalk - Los Angeles County,Los Angeles County,90650,"33.902416229248,-118.09928894043",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.902416229248,-118.09928894043&fov=90&heading=235&pitch=10",5:00 AM to 11:00 PM,5:00 AM to 11:00 PM,6:00 AM to 11:00 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/1010006/us
"Rosecrans & The 405 Fwy, Hawthorne",Company Owned,310-725-7001,"5378 W. Rosecrans Avenue, 902506646  Los Angeles County, California",Hawthorne - Los Angeles County,Los Angeles County,902506646,"33.901747,-118.374064",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.901747,-118.374064&fov=90&heading=235&pitch=10",4:30 AM to 9:30 PM,5:00 AM to 9:30 PM,5:00 AM to 9:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/11836/us
Rosemead & Del Mar,Company Owned,6268445067,"230 S. Rosemead Blvd., 91107  Los Angeles County, California",Pasadena - Los Angeles County,Los Angeles County,91107,"34.1422805786133,-118.073234558105",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.1422805786133,-118.073234558105&fov=90&heading=235&pitch=10",4:30 AM to 11:00 PM,4:30 AM to 11:00 PM,4:30 AM to 11:00 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/1005714/us
"Rosemead & The 10 Fwy, Rosemead",Company Owned,626-572-8820,"3620 Rosemead Blvd., 917702077  Los Angeles County, California",Rosemead - Los Angeles County,Los Angeles County,917702077,"34.074829,-118.072703",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.074829,-118.072703&fov=90&heading=235&pitch=10",5:00 AM to 10:00 PM,5:00 AM to 10:30 PM,6:00 AM to 10:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/11806/us
"Route 66 & Lone Hill, Glendora",Company Owned,626-857-1879,"1832 East Route 66, 917403804  Los Angeles County, California",Glendora - Los Angeles County,Los Angeles County,917403804,"34.128536,-117.83023",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.128536,-117.83023&fov=90&heading=235&pitch=10",4:30 AM to 11:00 PM,5:00 AM to 12:00 AM,5:00 AM to 11:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/7089/us
Safeway-Brentwood #2621,Licensed,925-626-6020,"3110 Balfour Road, 945135500  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,945135500,"37.924041,-121.721634",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=37.924041,-121.721634&fov=90&heading=235&pitch=10",6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,No,No,No,No,No,Yes,No,Yes,No,No,http://www.starbucks.com/store/15426/us
San Dimas,Company Owned,(909) 599-7338,"942 W. Arrow Highway, 917732419  Los Angeles County, California",San Dimas - Los Angeles County,Los Angeles County,917732419,"34.106436,-117.826072",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.106436,-117.826072&fov=90&heading=235&pitch=10",5:00 AM to 10:00 PM,5:00 AM to 10:00 PM,5:30 AM to 9:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/8816/us
"San Fernando & Carl Ct., Newhall",Company Owned,6612558602,"23790 Newhall Ave, 913213125  Los Angeles County, California",Santa Clarita - Los Angeles County,Los Angeles County,913213125,"34.371933,-118.51632",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.371933,-118.51632&fov=90&heading=235&pitch=10",4:30 AM to 9:30 PM,5:00 AM to 9:30 PM,5:30 AM to 9:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/10027/us
"San Fernando & Walnut, Burbank",Company Owned,818-953-9817,"1001 North San Fernando Blvd., 915044303  Los Angeles County, California",Burbank - Los Angeles County,Los Angeles County,915044303,"34.186849,-118.317872",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.186849,-118.317872&fov=90&heading=235&pitch=10",4:00 AM to 1:00 AM,4:00 AM to 1:00 AM,4:00 AM to 1:00 AM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/8229/us
"San Gabriel & Garvey, Rosemead",Company Owned,626-280-1584,"3000 San Gabriel Blvd., 917702536  Los Angeles County, California",Rosemead - Los Angeles County,Los Angeles County,917702536,"34.062997,-118.089994",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.062997,-118.089994&fov=90&heading=235&pitch=10",5:00 AM to 10:30 PM,5:30 AM to 10:30 PM,5:30 AM to 10:30 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/11299/us
San Marino,Company Owned,626-683-0807,"2265 Huntington Drive, 911082640  Los Angeles County, California",San Marino - Los Angeles County,Los Angeles County,911082640,"34.122528,-118.105267",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.122528,-118.105267&fov=90&heading=235&pitch=10",5:00 AM to 10:00 PM,5:30 AM to 10:00 PM,5:30 AM to 9:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/18426/us
San Vicente & 26th,Company Owned,(310) 395-8212,"13050 San Vicente Blvd., 90049  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,90049,"34.048222,-118.49122",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.048222,-118.49122&fov=90&heading=235&pitch=10",5:00 AM to 7:30 PM,5:00 AM to 7:30 PM,5:30 AM to 7:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/12119/us
